Gene	Target	IonCode_0101	IonCode_0102	IonCode_0103	IonCode_0104	IonCode_0105	IonCode_0106	IonCode_0107	IonCode_0125	IonCode_0126	IonCode_0127	IonCode_0128	IonCode_0129	IonCode_0130	IonCode_0131	"COSMIC_CGC_FLAG"	"NCBI_NAME"	"HGNC_SYMBOL_ACC"	"MIM_MORBID_DESCRIPTION"	"ENTREZ_GENE_ID"	"U133PLUS2_PSID"
ACCSL	AMPL288585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1-aminocyclopropane-1-carboxylate_synthase_homolog__Arabidopsis__non-functional_-like	34391	.	390110	.
ACD	AMPL5993884	137	159	182	184	185	179	188	197	181	140	87	210	175	272	0	adrenocortical_dysplasia_homolog__mouse	25070	.	65057	204617_s_at
ACE	AMPL3025819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	angiotensin_I_converting_enzyme	2707	ANGIOTENSIN_I-CONVERTING_ENZYME__ACE,HEMORRHAGE__INTRACEREBRAL__SUSCEPTIBILITY_TO__ICH,MICROVASCULAR_COMPLICATIONS_OF_DIABETES__SUSCEPTIBILITY_TO__3__MVCD3,RENAL_TUBULAR_DYSGENESIS__RTD,STROKE__ISCHEMIC	1636	209749_s_at,227463_at
ACE2	AMPL35536452	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	angiotensin_I_converting_enzyme_2	13557	.	59272	219962_at,222257_s_at
ACER1	AMPL17211398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	alkaline_ceramidase_1	18356	.	125981	1553929_at
ACER2	AMPL1493437	50	49	44	70	123	85	84	51	39	29	22	68	69	81	0	alkaline_ceramidase_2	23675	.	340485	.
ACER3	AMPL32851651	54	59	60	90	88	71	106	60	49	44	44	83	55	99	0	alkaline_ceramidase_3	16066	.	55331	222687_s_at,222688_at,222689_at,227776_at,238945_at
ACHE	AMPL33186225	5	2	8	4	2	5	4	4	3	1	4	1	0	2	0	acetylcholinesterase__Yt_blood_group	108	YT_BLOOD_GROUP_ANTIGEN	43	205377_s_at,205378_s_at,240280_at
ACIN1	AMPL24295956	154	214	158	152	260	219	209	153	134	102	79	243	189	261	0	apoptotic_chromatin_condensation_inducer_1	17066	.	22985	201715_s_at
ACLY	AMPL1076044	2043	2169	2078	2338	2120	2185	3013	1940	1831	1249	1333	1655	2077	2884	0	ATP_citrate_lyase	115	.	47	201127_s_at,201128_s_at,210337_s_at
ACMSD	AMPL17496093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	aminocarboxymuconate_semialdehyde_decarboxylase	19288	.	130013	230602_at
ACN9	AMPL30778507	228	255	287	243	257	380	366	214	224	133	167	321	266	369	0	ACN9_homolog__S._cerevisiae	21752	.	57001	218981_at
ACO1	AMPL8041086	216	213	213	219	279	244	248	202	252	127	129	206	222	306	0	aconitase_1__soluble	117	.	48	207071_s_at,237622_at
ACO2	AMPL5067366	466	468	532	549	558	657	699	469	420	348	315	539	567	636	0	aconitase_2__mitochondrial	118	INFANTILE_CEREBELLAR-RETINAL_DEGENERATION__ICRD	50	200793_s_at
ACOT11	AMPL36466747	3	2	0	1	1	1	2	2	1	1	4	1	2	5	0	acyl-CoA_thioesterase_11	18156	.	26027	1554938_a_at,1555321_at,214763_at,216103_at
ACOT12	AMPL16275627	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	acyl-CoA_thioesterase_12	24436	.	134526	238160_at
ACOT13	AMPL31536489	439	479	474	487	621	497	456	504	404	295	246	434	486	482	0	acyl-CoA_thioesterase_13	20999	.	55856	204565_at
ACOT2	AMPL13144765	35	29	21	36	17	18	16	27	21	14	20	24	21	13	0	acyl-CoA_thioesterase_2	18431	.	10965	202982_s_at
ACOT4	AMPL35719990	2	0	0	2	0	3	0	0	0	0	0	0	1	0	0	acyl-CoA_thioesterase_4	19748	.	122970	229534_at
ACOT6	AMPL5780307	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	acyl-CoA_thioesterase_6	33159	.	641372	241949_at
ACOT7	AMPL21011666	989	1013	983	1073	910	1148	1252	888	839	760	658	765	994	1236	0	acyl-CoA_thioesterase_7	24157	.	11332	208002_s_at,215728_s_at
ACOT8	AMPL29351247	85	69	56	72	92	60	76	63	51	57	26	54	71	59	0	acyl-CoA_thioesterase_8	15919	.	10005	204212_at,236514_at
ACOT9	AMPL4319307	100	97	96	173	82	111	100	90	93	71	72	53	80	100	0	acyl-CoA_thioesterase_9	17152	.	23597	221641_s_at,239277_at
ACOX1	AMPL29431396	63	65	62	60	75	77	90	60	68	32	43	45	56	95	0	acyl-CoA_oxidase_1__palmitoyl	119	PEROXISOMAL_ACYL-CoA_OXIDASE_DEFICIENCY	51	209600_s_at,213501_at,227962_at
ACOX2	AMPL10092891	2	3	0	0	0	1	2	0	2	1	0	0	1	1	0	acyl-CoA_oxidase_2__branched_chain	120	.	8309	205364_at
ACOX3	AMPL7109428	80	57	57	70	73	63	94	62	62	39	41	59	65	94	0	acyl-CoA_oxidase_3__pristanoyl	121	.	8310	204241_at,204242_s_at
ACOXL	AMPL3056205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	acyl-CoA_oxidase-like	25621	.	55289	220845_at,240189_at
ACP1	AMPL29290989	1835	2084	1991	2174	2290	2621	2675	1878	1828	1142	1294	1822	2283	3210	0	acid_phosphatase_1__soluble	122	.	52	1554808_at,201629_s_at,201630_s_at,215227_x_at
ACP2	AMPL8290283	130	154	106	121	107	123	125	101	101	72	68	109	122	120	0	acid_phosphatase_2__lysosomal	123	ACID_PHOSPHATASE_DEFICIENCY	53	202767_at
ACP5	AMPL5351157	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	acid_phosphatase_5__tartrate_resistant	124	SPONDYLOENCHONDRODYSPLASIA_WITH_IMMUNE_DYSREGULATION__SPENCDI	54	204638_at
ACP6	AMPL31246233	65	59	54	68	50	95	79	68	59	41	41	41	95	80	0	acid_phosphatase_6__lysophosphatidic	29609	.	51205	218795_at,242270_at
ACPL2	AMPL3096230	141	177	150	135	272	165	258	142	140	65	88	211	251	283	0	acid_phosphatase-like_2	26303	.	92370	226925_at,239475_at
ACPP	AMPL5134608	0	0	2	0	0	0	0	0	2	0	0	1	1	1	0	acid_phosphatase__prostate	125	.	55	204393_s_at,237030_at
ACPT	AMPL16220565	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	acid_phosphatase__testicular	14376	.	93650	241715_x_at
ACR	AMPL3268429	1	5	0	2	2	2	1	4	4	1	3	3	0	1	0	acrosin	126	.	49	207427_at
ACRBP	AMPL14383873	3	2	1	1	10	1	2	5	5	0	0	3	5	4	0	acrosin_binding_protein	17195	.	84519	223717_s_at,223718_at,230833_at
ACRC	AMPL18692381	2	4	4	5	1	2	7	1	5	1	0	2	1	5	0	acidic_repeat_containing	15805	.	93953	238825_at
ACRV1	AMPL8961356	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	acrosomal_vesicle_protein_1	127	.	56	206776_x_at,207969_x_at,207973_x_at,207990_x_at,207991_x_at,208013_s_at
ACSBG1	AMPL25798034	2	2	0	0	0	1	0	1	0	2	0	4	0	1	0	acyl-CoA_synthetase_bubblegum_family_member_1	29567	.	23205	206465_at,206466_at
ACSBG2	AMPL14995441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	acyl-CoA_synthetase_bubblegum_family_member_2	24174	.	81616	221716_s_at
ACSF2	AMPL14062720	15	10	8	8	28	20	19	3	6	2	5	13	5	17	0	acyl-CoA_synthetase_family_member_2	26101	.	80221	218844_at
ACSF3	AMPL4274602	101	112	92	120	82	135	133	78	93	54	66	85	101	110	0	acyl-CoA_synthetase_family_member_3	27288	COMBINED_MALONIC_AND_METHYLMALONIC_ACIDURIA__CMAMMA	197322	1556552_a_at,227464_at,235823_at
ACSL1	AMPL11069973	67	42	37	60	57	61	78	59	44	24	31	61	59	69	0	acyl-CoA_synthetase_long-chain_family_member_1	3569	.	2180	201963_at,207275_s_at
ACSL3	AMPL20843448	548	563	610	748	516	618	860	604	524	339	351	440	591	880	1	acyl-CoA_synthetase_long-chain_family_member_3	3570	.	2181	201660_at,201661_s_at,201662_s_at,242726_at
ACSL4	AMPL34850670	235	225	254	302	167	254	305	222	213	166	143	159	256	314	0	acyl-CoA_synthetase_long-chain_family_member_4	3571	AMME_COMPLEX,MENTAL_RETARDATION__X-LINKED_63__MRX63	2182	202422_s_at,220010_at
ACSL5	AMPL33055158	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	acyl-CoA_synthetase_long-chain_family_member_5	16526	.	51703	218322_s_at,222592_s_at
ACSL6	AMPL822010	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	acyl-CoA_synthetase_long-chain_family_member_6	16496	.	23305	211207_s_at,213683_at,223918_at,229725_at
ACSM1	AMPL16603618	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	acyl-CoA_synthetase_medium-chain_family_member_1	18049	.	116285	215432_at
ACSM2A	AMPL334952	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	acyl-CoA_synthetase_medium-chain_family_member_2A	32017	.	123876	214069_at,230554_at,241914_s_at
ACSM2B	AMPL2666630	1	0	0	0	0	2	2	0	0	0	0	0	2	0	0	acyl-CoA_synthetase_medium-chain_family_member_2B	30931	.	348158	214069_at,230554_at,241914_s_at,241915_at
ACSM3	AMPL27262281	3	1	1	2	0	2	1	1	2	0	1	1	1	0	0	acyl-CoA_synthetase_medium-chain_family_member_3	10522	.	6296	205942_s_at,210377_at
ACSM4	AMPL5532938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	acyl-CoA_synthetase_medium-chain_family_member_4	32016	.	341392	.
ACSM5	AMPL31616389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	acyl-CoA_synthetase_medium-chain_family_member_5	26060	.	54988	1554514_at,220061_at,89977_at
ACSS2	AMPL3974985	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	acyl-CoA_synthetase_short-chain_family_member_2	15814	.	55902	234312_s_at
ACSS3	AMPL35061236	12	15	13	23	15	17	20	9	14	9	12	26	15	17	0	acyl-CoA_synthetase_short-chain_family_member_3	24723	.	79611	219616_at,229222_at
ACTA1	AMPL3109069	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	actin__alpha_1__skeletal_muscle	129	MYOPATHY__CONGENITAL__WITH_FIBER-TYPE_DISPROPORTION__CFTD,NEMALINE_MYOPATHY_3__NEM3	58	203872_at
ACTA2	AMPL10957017	290	327	352	425	424	292	417	340	270	173	188	371	295	450	0	actin__alpha_2__smooth_muscle__aorta	130	AORTIC_ANEURYSM__FAMILIAL_THORACIC_6__AAT6,MOYAMOYA_DISEASE_5__MYMY5,MULTISYSTEMIC_SMOOTH_MUSCLE_DYSFUNCTION_SYNDROME	59	200974_at,237522_at
ACTB	AMPL2343099	86182	86284	90021	107699	88128	108631	111652	88728	81629	51817	64048	70918	89650	126011	0	actin__beta	132	BARAITSER-WINTER_SYNDROME_1__BRWS1,DYSTONIA__JUVENILE-ONSET	60	200801_x_at,213867_x_at,224594_x_at,AFFX-HSAC07_X00351_3_at,AFFX-HSAC07_X00351_5_at,AFFX-HSAC07_X00351_M_at
ACTBL2	AMPL622288	3	1	1	0	3	1	2	1	2	0	0	0	2	1	0	actin__beta-like_2	17780	.	345651	.
ACTC1	AMPL29562124	2	1	1	0	0	0	0	3	0	0	0	3	0	0	0	actin__alpha__cardiac_muscle_1	143	ATRIAL_SEPTAL_DEFECT_5__ASD5,CARDIOMYOPATHY__DILATED__1R__CMD1R,CARDIOMYOPATHY__FAMILIAL_HYPERTROPHIC__11__CMH11	70	205132_at
ACTG1	AMPL11974436	57161	61172	62896	72466	54839	77112	79827	61301	53149	34363	42334	46006	66694	92147	0	actin__gamma_1	144	BARAITSER-WINTER_SYNDROME_2__BRWS2,DEAFNESS__AUTOSOMAL_DOMINANT_20__DFNA20	60,71	201550_x_at,211970_x_at,211983_x_at,211995_x_at,212363_x_at,212988_x_at,213214_x_at,221607_x_at,224585_x_at
ACTG2	AMPL10950176	9	17	15	21	12	9	60	10	7	8	14	6	10	62	0	actin__gamma_2__smooth_muscle__enteric	145	.	72	202274_at
ACTL10	AMPL2454857	14	7	5	10	16	6	10	6	13	9	4	15	10	8	0	actin-like_10	16127	.	170487	232619_at
ACTL6A	AMPL28278700	501	463	417	495	439	386	515	557	475	445	252	372	355	598	0	actin-like_6A	24124	.	86	202666_s_at
ACTL6B	AMPL31576066	2	1	2	0	1	1	4	0	1	0	1	0	1	4	0	actin-like_6B	160	.	51412	206013_s_at,206014_at
ACTL7A	AMPL12419260	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	actin-like_7A	161	.	10881	220501_at
ACTL7B	AMPL12867683	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	actin-like_7B	162	.	10880	220498_at
ACTL8	AMPL15371795	28	33	20	30	21	31	41	30	22	8	13	18	41	55	0	actin-like_8	24018	.	81569	214957_at
ACTL9	AMPL17671288	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	actin-like_9	28494	.	284382	243208_x_at
ACTN1	AMPL1973635	1734	1387	1573	2314	788	1100	1551	1424	1243	1356	1165	718	1114	1488	0	actinin__alpha_1	163	BLEEDING_DISORDER__PLATELET-TYPE__15__BDPLT15	87	200943_at,208636_at,208637_x_at,211160_x_at
ACTN2	AMPL5030630	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	actinin__alpha_2	164	CARDIOMYOPATHY__DILATED__1AA__CMD1AA	88	203861_s_at,203862_s_at,203863_at,203864_s_at
ACTN3	AMPL5541705	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	actinin__alpha_3__gene_pseudogene	165	.	89	206891_at
ACTN4	AMPL27772682	1638	1335	1786	2376	876	1474	1860	1483	1281	1215	1388	857	1389	1982	0	actinin__alpha_4	166	FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_1__FSGS1	81	200601_at
ACTR10	AMPL31210443	478	571	656	672	506	607	737	570	539	273	353	522	499	804	0	actin-related_protein_10_homolog__S._cerevisiae	17372	.	55860	222230_s_at
ACTR1A	AMPL27124757	673	860	677	733	762	801	914	806	737	496	509	657	814	1036	0	ARP1_actin-related_protein_1_homolog_A__centractin_alpha__yeast	167	.	10121	200720_s_at,200721_s_at
ACTR1B	AMPL28501456	239	246	181	268	351	263	302	226	213	159	127	239	267	268	0	ARP1_actin-related_protein_1_homolog_B__centractin_beta__yeast	168	.	10120	202135_s_at
ACTR2	AMPL455942	1957	2155	2026	2213	2003	2430	2412	2027	1977	1277	1120	1801	2256	2756	0	ARP2_actin-related_protein_2_homolog__yeast	169	.	10097	1554390_s_at,1558015_s_at,200727_s_at,200728_at,200729_s_at
ACTR3	AMPL27246788	1037	1130	1227	1276	967	1130	1217	1067	925	511	773	790	1056	1624	0	ARP3_actin-related_protein_3_homolog__yeast	170	.	10096	200996_at,213101_s_at,213102_at,228603_at,239170_at
ACTR3B	AMPL31366074	30	33	27	47	58	44	28	36	30	32	16	37	20	32	0	ARP3_actin-related_protein_3_homolog_B__yeast	17256	.	57180	1555487_a_at,218868_at
ACTR3BP2	AMPL19061972	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	ACTR3B_pseudogene_2	38677	.	440888	224424_x_at,224425_x_at,224426_s_at
ACTR3C	AMPL10018454	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	ARP3_actin-related_protein_3_homolog_C__yeast	37282	.	653857	223874_at
ACTR5	AMPL14003590	67	67	66	70	86	71	111	56	54	37	52	39	76	109	0	ARP5_actin-related_protein_5_homolog__yeast	14671	.	79913	219623_at,222147_s_at
ACTR6	AMPL34871598	136	136	138	142	123	170	156	145	148	70	93	141	150	207	0	ARP6_actin-related_protein_6_homolog__yeast	24025	.	64431	218395_at,239679_at
ACTR8	AMPL34969596	118	156	163	158	216	217	294	163	139	66	92	186	196	306	0	ARP8_actin-related_protein_8_homolog__yeast	14672	.	93973	218658_s_at,222707_s_at
ACTRT1	AMPL16933847	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	actin-related_protein_T1	24027	.	139741	.
ACTRT2	AMPL16584409	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	actin-related_protein_T2	24026	.	140625	237360_at
ACVR1	AMPL4747801	130	120	107	127	141	151	132	133	115	95	85	84	103	177	0	activin_A_receptor__type_I	171	FIBRODYSPLASIA_OSSIFICANS_PROGRESSIVA__FOP	90	203935_at
ACVR1B	AMPL27122439	208	279	215	215	322	298	338	205	229	102	113	234	272	364	0	activin_A_receptor__type_IB	172	.	91	205209_at,208218_s_at,208219_at,208222_at,208223_s_at,213198_at
ACVR1C	AMPL34876114	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	activin_A_receptor__type_IC	18123	.	130399	1552519_at,1563182_at
ACVR2A	AMPL11796878	159	150	135	127	283	184	199	148	126	67	83	330	135	209	0	activin_A_receptor__type_IIA	173	.	92	205327_s_at,228416_at
ACVR2B	AMPL2043789	803	1001	822	883	1208	987	1378	770	710	440	543	984	889	1492	0	activin_A_receptor__type_IIB	174	HETEROTAXY__VISCERAL__4__AUTOSOMAL__HTX4	93	1559548_at,220028_at,236126_at
ACVRL1	AMPL3042073	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	activin_A_receptor_type_II-like_1	175	TELANGIECTASIA__HEREDITARY_HEMORRHAGIC__TYPE_2__HHT2	94	210838_s_at,226950_at
ACY1	AMPL7726101	100	70	53	71	47	68	73	72	59	50	28	46	73	62	0	aminoacylase_1	177	AMINOACYLASE_1_DEFICIENCY	95	202740_at
ACY3	AMPL16070531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	aspartoacylase__aminocyclase__3	24104	.	91703	1554974_at,230481_at
ACYP1	AMPL1189550	122	133	131	115	118	109	95	125	117	80	67	88	83	93	0	acylphosphatase_1__erythrocyte__common__type	179	.	97	205260_s_at
ACYP2	AMPL34331911	66	63	63	65	76	78	95	62	55	40	38	64	56	95	0	acylphosphatase_2__muscle_type	180	.	101927144,98	206833_s_at
ADA	AMPL14907	179	197	172	138	173	220	223	197	195	106	93	136	170	268	0	adenosine_deaminase	186	SEVERE_COMBINED_IMMUNODEFICIENCY__AUTOSOMAL_RECESSIVE__T_CELL-NEGATIVE_	100	204639_at,216705_s_at
ADAD1	AMPL11059743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	adenosine_deaminase_domain_containing_1__testis-specific	30713	.	132612	231448_at
ADAD2	AMPL3036899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	adenosine_deaminase_domain_containing_2	30714	.	161931	236463_at
ADAL	AMPL9122152	66	68	65	58	69	110	122	56	50	43	30	31	81	96	0	adenosine_deaminase-like	31853	.	161823	236018_at,238424_at,239711_at,241454_at
ADAM1A	AMPL37929566	19	20	28	34	26	19	51	17	23	18	16	26	30	53	0	ADAM_metallopeptidase_domain_1A__pseudogene	187	.	.	228925_at
ADAM10	AMPL5356454	288	321	299	349	321	290	336	334	269	219	201	326	284	374	0	ADAM_metallopeptidase_domain_10	188	.	102	202603_at,202604_x_at,214895_s_at
ADAM11	AMPL10853401	30	28	30	32	37	24	28	16	16	11	18	33	16	18	0	ADAM_metallopeptidase_domain_11	189	.	4185	207880_at,239837_at
ADAM12	AMPL8224738	210	125	177	383	5	119	104	185	103	155	205	7	98	115	0	ADAM_metallopeptidase_domain_12	190	.	8038	202952_s_at,204943_at,213790_at,226777_at
ADAM15	AMPL21702698	247	283	251	288	201	331	273	269	231	143	188	200	292	385	0	ADAM_metallopeptidase_domain_15	193	.	8751	1555896_a_at,217007_s_at
ADAM17	AMPL9492210	364	390	367	455	447	473	488	338	365	191	242	371	429	501	0	ADAM_metallopeptidase_domain_17	195	INFLAMMATORY_SKIN_AND_BOWEL_DISEASE__NEONATAL__NISBD	6868	205745_x_at,205746_s_at,213532_at
ADAM18	AMPL26677951	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	ADAM_metallopeptidase_domain_18	196	.	8749	1568970_at,207597_at
ADAM19	AMPL16635911	73	67	78	135	38	71	105	80	77	54	88	31	78	134	0	ADAM_metallopeptidase_domain_19	197	.	8728	209765_at,221128_at
ADAM2	AMPL9859281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADAM_metallopeptidase_domain_2	198	.	2515	207664_at
ADAM20	AMPL29329693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADAM_metallopeptidase_domain_20	199	.	8748	207423_s_at
ADAM21	AMPL28327115	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	ADAM_metallopeptidase_domain_21	200	.	8747	1552579_a_at,207665_at
ADAM21P1	AMPL20247301	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	ADAM_metallopeptidase_domain_21_pseudogene_1	19822	.	145241	.
ADAM22	AMPL35543171	24	39	27	28	31	44	44	31	27	22	12	33	29	60	0	ADAM_metallopeptidase_domain_22	201	.	53616	1555024_at,206615_s_at,206616_s_at,208226_x_at,208227_x_at,208237_x_at,213411_at,244194_at
ADAM23	AMPL30434500	85	111	97	107	165	112	189	83	113	59	81	104	149	225	0	ADAM_metallopeptidase_domain_23	202	.	8745	206046_at,213808_at,244463_at
ADAM28	AMPL24340427	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	ADAM_metallopeptidase_domain_28	206	.	10863	205997_at,208268_at,208269_s_at
ADAM29	AMPL4683605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADAM_metallopeptidase_domain_29	207	.	101928551,11086	1561451_a_at,1564078_at,221337_s_at
ADAM30	AMPL36028112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADAM_metallopeptidase_domain_30	208	.	11085	221446_at,243520_x_at
ADAM32	AMPL34657796	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	ADAM_metallopeptidase_domain_32	15479	.	203102	1552266_at
ADAM33	AMPL14567541	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	ADAM_metallopeptidase_domain_33	15478	ASTHMA__SUSCEPTIBILITY_TO	80332	232570_s_at,233868_x_at
ADAM6	AMPL21011525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADAM_metallopeptidase_domain_6__pseudogene	213	.	8755	237909_at
ADAM7	AMPL27156489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADAM_metallopeptidase_domain_7	214	.	8756	211238_at,211239_s_at,239079_at
ADAM8	AMPL3680783	4	5	4	2	7	3	4	4	1	2	4	6	3	6	0	ADAM_metallopeptidase_domain_8	215	.	101	205179_s_at,205180_s_at
ADAM9	AMPL30180952	223	187	214	211	131	226	218	170	164	149	115	135	184	224	0	ADAM_metallopeptidase_domain_9	216	CONE-ROD_DYSTROPHY_9__CORD9	8754	1555326_a_at,1570042_a_at,202381_at
ADAMDEC1	AMPL25518329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADAM-like__decysin_1	16299	.	27299	206134_at
ADAMTS1	AMPL12518454	152	117	135	211	88	144	206	124	110	88	159	75	90	237	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__1	217	.	9510	222162_s_at,222486_s_at
ADAMTS10	AMPL13886090	52	39	51	48	37	62	39	38	35	11	15	44	50	41	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__10	13201	WEILL-MARCHESANI_SYNDROME_1__WMS1	81794	230341_x_at,232133_at
ADAMTS12	AMPL13984628	382	382	492	601	185	570	495	423	441	242	330	186	431	567	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__12	14605	.	81792	221421_s_at,226997_at
ADAMTS13	AMPL34222790	23	24	17	34	25	22	26	30	15	25	13	27	25	19	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__13	1366	THROMBOTIC_THROMBOCYTOPENIC_PURPURA__CONGENITAL__TTP	11093	220208_at,223844_at
ADAMTS14	AMPL34221540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__14	14899	.	140766	230167_at
ADAMTS15	AMPL34751805	31	40	54	70	27	37	124	39	43	35	43	27	34	106	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__15	16305	.	170689	1553427_at,229004_at
ADAMTS16	AMPL36503115	4	16	8	15	11	8	8	9	7	5	9	9	12	3	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__16	17108	.	170690	238125_at
ADAMTS17	AMPL36219183	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__17	17109	WEILL-MARCHESANI-LIKE_SYNDROME	170691	1552725_s_at,1552726_at,1552727_s_at
ADAMTS18	AMPL20749181	3	1	3	4	4	0	1	1	3	2	1	0	0	1	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__18	17110	.	170692	1553234_at,230040_at
ADAMTS19	AMPL16545980	53	54	54	99	36	51	66	49	56	38	39	28	49	85	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__19	17111	.	171019	1553179_at,1553180_at
ADAMTS2	AMPL24840415	1	0	0	0	0	1	0	3	0	0	0	3	0	4	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__2	218	EHLERS-DANLOS_SYNDROME__TYPE_VII__AUTOSOMAL_RECESSIVE	9509	214454_at,214535_s_at,226311_at,236901_at
ADAMTS20	AMPL14625522	3	2	6	2	4	1	5	3	5	1	2	4	5	8	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__20	17178	.	80070	1553409_at,220717_at
ADAMTS3	AMPL25164827	49	48	48	65	53	48	45	71	67	44	35	35	46	50	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__3	219	.	9508	214913_at
ADAMTS4	AMPL29336997	0	0	1	2	1	3	0	1	2	0	1	0	0	0	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__4	220	.	9507	1555380_at,238312_s_at
ADAMTS5	AMPL13016703	2	2	0	0	1	1	1	1	0	0	0	3	1	3	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__5	221	.	11096	1558636_s_at,219935_at,229357_at,235368_at
ADAMTS6	AMPL22131042	24	23	22	15	46	26	28	15	12	19	8	34	36	23	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__6	222	.	11174	1570351_at,220866_at,237411_at
ADAMTS7	AMPL25163880	450	370	341	449	363	410	471	399	319	186	272	317	372	480	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__7	223	.	11173	220705_s_at,220706_at,228911_at
ADAMTS8	AMPL13492156	8	9	2	4	2	1	4	1	1	2	4	5	0	4	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__8	224	.	11095	220676_at,220677_s_at,235649_at
ADAMTS9	AMPL21267509	77	58	42	62	42	84	108	111	53	28	42	44	62	83	0	ADAM_metallopeptidase_with_thrombospondin_type_1_motif__9	13202	.	56999	1554697_at,220287_at,226814_at,233785_at
ADAMTSL1	AMPL2275530	0	0	0	0	2	0	0	0	1	1	0	2	1	3	0	ADAMTS-like_1	14632	.	92949	1552457_a_at,1552808_at,224371_at,229585_at,237217_at,239909_at
ADAMTSL2	AMPL26179066	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	ADAMTS-like_2	14631	GELEOPHYSIC_DYSPLASIA_1__GPHYSD1	100996396,9719	206629_at
ADAMTSL3	AMPL20623991	2	1	1	1	0	0	0	0	0	1	0	0	1	2	0	ADAMTS-like_3	14633	.	57188	1559748_at,213974_at
ADAMTSL4	AMPL31834387	5	4	1	2	1	0	7	4	0	2	3	0	1	7	0	ADAMTS-like_4	19706	ECTOPIA_LENTIS_ET_PUPILLAE	54507	220578_at,226071_at
